bdc_name,bdc_cik,company_name,holder_count,is_shared,other_holders,industry_sector,business_description,position_count,investment_type,fair_value_millions,principal_millions,cost_millions,total_exposure_across_bdcs,fair_value,principal,cost,has_business_desc,industry_classified
FS KKR Capital Corp,1422183,Apex Group Limited,1,False,,Unknown,,4,,61.1,59.9,61.2,61.1,61100000.0,59900000.0,61200000.0,False,False
FS KKR Capital Corp,1422183,Apex Service Partners LLC,1,False,,Unknown,,10,,241.3,242.4,240.7,241.3,241300000.0,242400000.0,240700000.0,False,False
FS KKR Capital Corp,1422183,Arcfield Acquisition Corp,1,False,,Unknown,,3,,101.6,101.6,101.2,101.6,101600000.0,101600000.0,101200000.0,False,False
FS KKR Capital Corp,1422183,Arcos LLC/VA,1,False,,Unknown,,4,,31.3,34.4,34.1,31.3,31300000.0,34400000.0,34100000.0,False,False
FS KKR Capital Corp,1422183,Ardonagh Group Ltd,1,False,,Unknown,,5,,42.5,10.9,40.6,42.5,42500000.0,10900000.0,40600000.0,False,False
FS KKR Capital Corp,1422183,Area Wide Protective Inc,1,False,,Unknown,,2,,31.3,31.3,31.2,31.3,31300000.0,31300000.0,31200000.0,False,False
FS KKR Capital Corp,1422183,Arrotex Australia Group Pty Ltd,1,False,,Unknown,,2,,6.7,3.7,7.1,6.7,6700000.0,3700000.0,7100000.0,False,False
FS KKR Capital Corp,1422183,Asset Based Finance,1,False,,Unknown,,1,,2.5,0.0,0.0,2.5,2500000.0,0.0,0.0,False,False
FS KKR Capital Corp,1422183,"Avenue One PropCo, Private Equity",1,False,,Unknown,,1,,31.0,0.0,0.0,31.0,31000000.0,0.0,0.0,False,False
FS KKR Capital Corp,1422183,Avetta LLC,1,False,,Unknown,,3,,21.2,21.3,21.1,21.2,21200000.0,21300000.0,21100000.0,False,False
FS KKR Capital Corp,1422183,BDO USA PA,1,False,,Unknown,,2,,56.2,56.5,55.4,56.2,56200000.0,56500000.0,55400000.0,False,False
FS KKR Capital Corp,1422183,BGB Group LLC,1,False,,Unknown,,4,,242.0,246.2,244.8,242.0,242000000.0,246200000.0,244800000.0,False,False
FS KKR Capital Corp,1422183,Barbri Inc,1,False,,Unknown,,1,,126.9,130.5,127.0,126.9,126900000.0,130500000.0,127000000.0,False,False
FS KKR Capital Corp,1422183,"Bausch Health Cos Inc, Revolver",1,False,,Unknown,,2,,120.0,0.0,120.0,120.0,120000000.0,0.0,120000000.0,False,False
FS KKR Capital Corp,1422183,Belk Inc,1,False,,Unknown,,4,,62.7,153.4,91.0,62.7,62700000.0,153400000.0,91000000.0,False,False
FS KKR Capital Corp,1422183,Bloom Fresh International Limited,1,False,,Unknown,,2,,15.7,0.0,15.8,15.7,15700000.0,0.0,15800000.0,False,False
FS KKR Capital Corp,1422183,"Borden (New Dairy Opco), Common Stock",1,False,,Unknown,,2,,16.0,0.0,0.0,16.0,16000000.0,0.0,0.0,False,False
FS KKR Capital Corp,1422183,Bowery Farming Inc,1,False,,Unknown,,4,,45.4,21.8,136.5,45.4,45400000.0,21800000.0,136500000.0,False,False
FS KKR Capital Corp,1422183,"Byrider Finance LLC, ABF Equity",1,False,,Unknown,,1,,0.0,54407.0,0.0,0.0,0.0,54407000000.0,0.0,False,False
FS KKR Capital Corp,1422183,CFC Underwriting Ltd,1,False,,Unknown,,2,,11.5,0.0,11.4,11.5,11500000.0,0.0,11400000.0,False,False
FS KKR Capital Corp,1422183,CLEAResult Consulting Inc,1,False,,Unknown,,4,,25.6,25.8,25.6,25.6,25600000.0,25800000.0,25600000.0,False,False
FS KKR Capital Corp,1422183,CSafe Global,1,False,,Unknown,,9,,384.3,322.7,381.6,384.3,384300000.0,322700000.0,381600000.0,False,False
FS KKR Capital Corp,1422183,Cadence Education LLC,1,False,,Unknown,,3,,22.9,22.9,22.9,22.9,22900000.0,22900000.0,22900000.0,False,False
FS KKR Capital Corp,1422183,Caldic BV,1,False,,Unknown,,3,,41.9,41.4,41.4,41.9,41900000.0,41400000.0,41400000.0,False,False
FS KKR Capital Corp,1422183,"Callodine Commercial Finance LLC, 2L Term Loan A",1,False,,Unknown,,1,,88.4,0.0,86.2,88.4,88400000.0,0.0,86200000.0,False,False
FS KKR Capital Corp,1422183,"Callodine Commercial Finance LLC, 2L Term Loan B",1,False,,Unknown,,3,,84.5,0.0,84.2,84.5,84500000.0,0.0,84200000.0,False,False
FS KKR Capital Corp,1422183,"Capital Automotive LP, ABF Equity",1,False,,Unknown,,1,,32.9,20061940.0,22.1,32.9,32900000.0,20061940000000.0,22100000.0,False,False
FS KKR Capital Corp,1422183,"Capital Automotive LP, Private Equity",1,False,,Unknown,,1,,32.4,21190090.0,23.2,32.4,32400000.0,21190090000000.0,23200000.0,False,False
FS KKR Capital Corp,1422183,"Capital Automotive LP, Structured Mezzanine",1,False,,Unknown,,2,,81.6,0.0,80.5,81.6,81600000.0,0.0,80500000.0,False,False
FS KKR Capital Corp,1422183,Careismatic Brands Inc,1,False,,Unknown,,2,,30.0,18.5,30.0,30.0,30000000.0,18500000.0,30000000.0,False,False
FS KKR Capital Corp,1422183,Carrier Fire Protection,1,False,,Unknown,,5,,17.4,12.3,17.5,17.4,17400000.0,12300000.0,17500000.0,False,False
FS KKR Capital Corp,1422183,Circana Group (f.k.a. NPD Group),1,False,,Unknown,,6,,41.5,40.7,41.1,41.5,41500000.0,40700000.0,41100000.0,False,False
FS KKR Capital Corp,1422183,Civica Group Ltd,1,False,,Unknown,,5,,36.9,8.6,36.4,36.9,36900000.0,8600000.0,36400000.0,False,False
FS KKR Capital Corp,1422183,Clarience Technologies LLC,1,False,,Unknown,,5,,455.0,68.8,447.4,455.0,455000000.0,68800000.0,447400000.0,False,False
FS KKR Capital Corp,1422183,Community Brands Inc,1,False,,Unknown,,5,,93.2,93.8,92.8,93.2,93200000.0,93800000.0,92800000.0,False,False
FS KKR Capital Corp,1422183,Consilium Safety Group AB,1,False,,Unknown,,1,,25.8,0.0,26.5,25.8,25800000.0,0.0,26500000.0,False,False
FS KKR Capital Corp,1422183,Constellis Holdings LLC,1,False,,Unknown,,3,,37.6,15.1,14.6,37.6,37600000.0,15100000.0,14600000.0,False,False
FS KKR Capital Corp,1422183,"Constellis Holdings LLC, Private Equity",1,False,,Unknown,,1,,6.3,0.0,0.0,6.3,6300000.0,0.0,0.0,False,False
FS KKR Capital Corp,1422183,Corsearch Intermediate Inc,1,False,,Unknown,,2,,60.0,30.1,57.7,60.0,60000000.0,30100000.0,57700000.0,False,False
FS KKR Capital Corp,1422183,"Covis Finco Sarl, Revolver",1,False,,Unknown,,12,,46.8,0.0,46.5,46.8,46800000.0,0.0,46500000.0,False,False
FS KKR Capital Corp,1422183,"Credit Opportunities Partners JV, LLC",1,False,,Unknown,,3,,4123.5,0.0,3143.4,4123.5,4123500000.0,0.0,3143400000.0,False,False
FS KKR Capital Corp,1422183,Cubic Corp,1,False,,Unknown,,1,,42.8,44.8,42.4,42.8,42800000.0,44800000.0,42400000.0,False,False
FS KKR Capital Corp,1422183,"Curia Global Inc, Revolver",1,False,,Unknown,,2,,83.3,0.0,83.3,83.3,83300000.0,0.0,83300000.0,False,False
FS KKR Capital Corp,1422183,DOC Generici Srl,1,False,,Unknown,,4,,42.2,4.8,38.6,42.2,42200000.0,4800000.0,38600000.0,False,False
FS KKR Capital Corp,1422183,DOXA Insurance Holdings LLC,1,False,,Unknown,,7,,89.0,44.3,88.6,89.0,89000000.0,44300000.0,88600000.0,False,False
FS KKR Capital Corp,1422183,Dechra Pharmaceuticals Ltd,1,False,,Unknown,,2,,7.2,3.7,7.0,7.2,7200000.0,3700000.0,7000000.0,False,False
FS KKR Capital Corp,1422183,Dental Care Alliance Inc,1,False,,Unknown,,3,,217.0,110.8,215.9,217.0,217000000.0,110800000.0,215900000.0,False,False
FS KKR Capital Corp,1422183,Dental365 LLC,1,False,,Unknown,,5,,40.3,40.3,40.3,40.3,40300000.0,40300000.0,40300000.0,False,False
FS KKR Capital Corp,1422183,"Discover Financial Services, ABF Equity",1,False,,Unknown,,1,,21.7,20909405.0,20.9,21.7,21700000.0,20909405000000.0,20900000.0,False,False
FS KKR Capital Corp,1422183,"Discover Financial Services, Subordinated Loan",1,False,,Unknown,,2,,38.9,0.0,38.9,38.9,38900000.0,0.0,38900000.0,False,False
FS KKR Capital Corp,1422183,"Drive Revel, ABF Equity",1,False,,Unknown,,1,,9.1,7488885.0,8.1,9.1,9100000.0,7488885000000.0,8100000.0,False,False
FS KKR Capital Corp,1422183,"Drive Revel, Private Equity",1,False,,Unknown,,1,,2.2,1853796.0,2.0,2.2,2200000.0,1853796000000.0,2000000.0,False,False
FS KKR Capital Corp,1422183,DuBois Chemicals Inc,1,False,,Unknown,,3,,73.2,73.1,72.9,73.2,73200000.0,73100000.0,72900000.0,False,False
FS KKR Capital Corp,1422183,Element Materials Technology Group US Holdings Inc,1,False,,Unknown,,3,,75.9,78.9,78.1,75.9,75900000.0,78900000.0,78100000.0,False,False
FS KKR Capital Corp,1422183,Ellucian Inc,1,False,,Unknown,,1,,181.0,179.2,171.9,181.0,181000000.0,179200000.0,171900000.0,False,False
FS KKR Capital Corp,1422183,Encora Digital LLC,1,False,,Unknown,,2,,84.7,65.1,83.5,84.7,84700000.0,65099999.99999999,83500000.0,False,False
FS KKR Capital Corp,1422183,Envirotainer Ltd,1,False,,Unknown,,2,,5.5,0.0,5.4,5.5,5500000.0,0.0,5400000.0,False,False
FS KKR Capital Corp,1422183,Excelitas Technologies Corp,1,False,,Unknown,,7,,33.2,29.8,33.2,33.2,33200000.0,29800000.0,33200000.0,False,False
FS KKR Capital Corp,1422183,Follett Software Co,1,False,,Unknown,,4,,165.4,164.9,163.9,165.4,165400000.0,164900000.0,163900000.0,False,False
FS KKR Capital Corp,1422183,Foundation Consumer Brands LLC,1,False,,Unknown,,3,,141.5,141.5,137.3,141.5,141500000.0,141500000.0,137300000.0,False,False
FS KKR Capital Corp,1422183,Foundation Risk Partners Corp,1,False,,Unknown,,6,,176.6,176.5,175.1,176.6,176600000.0,176500000.0,175100000.0,False,False
FS KKR Capital Corp,1422183,"Fronton BV, Common Stock",1,False,,Unknown,,2,,2.8,0.0,0.0,2.8,2800000.0,0.0,0.0,False,False
FS KKR Capital Corp,1422183,Galaxy Universal LLC,1,False,,Unknown,,4,,141.1,124.3,124.1,141.1,141100000.0,124300000.0,124100000.0,False,False
FS KKR Capital Corp,1422183,"Galaxy Universal LLC, Common Stock",1,False,,Unknown,,1,,0.5,0.0,0.0,0.5,500000.0,0.0,0.0,False,False
FS KKR Capital Corp,1422183,"Galaxy Universal LLC, Preferred Stock",1,False,,Unknown,,1,,5.5,0.0,0.0,5.5,5500000.0,0.0,0.0,False,False
FS KKR Capital Corp,1422183,"Galaxy Universal LLC, Trade Claim",1,False,,Unknown,,1,,1.0,0.0,0.0,1.0,1000000.0,0.0,0.0,False,False
FS KKR Capital Corp,1422183,Galway Partners Holdings LLC,1,False,,Unknown,,7,,195.9,196.9,194.5,195.9,195900000.0,196900000.0,194500000.0,False,False
FS KKR Capital Corp,1422183,General Datatech LP,1,False,,Unknown,,2,,252.5,256.1,254.6,252.5,252500000.0,256100000.0,254600000.0,False,False
FS KKR Capital Corp,1422183,Gigamon Inc,1,False,,Unknown,,4,,226.1,229.7,228.4,226.1,226100000.0,229700000.0,228400000.0,False,False
FS KKR Capital Corp,1422183,"Global Jet Capital LLC, Preferred Stock",1,False,,Unknown,,3,,431.6,575051908.0,621.7,431.6,431600000.0,575051908000000.0,621700000.0,False,False
FS KKR Capital Corp,1422183,"Global Jet Capital LLC, Structured Mezzanine",1,False,,Unknown,,3,,34.0,0.0,28.1,34.0,34000000.0,0.0,28100000.0,False,False
FS KKR Capital Corp,1422183,"Global Lending Services LLC, ABF Equity",1,False,,Unknown,,4,,65.4,61017083.0,61.2,65.4,65400000.0,61017083000000.0,61200000.0,False,False
FS KKR Capital Corp,1422183,"Global Lending Services LLC, Bond",1,False,,Unknown,,1,,0.3,0.0,0.3,0.3,300000.0,0.0,300000.0,False,False
FS KKR Capital Corp,1422183,"Global Lending Services LLC, Private Equity",1,False,,Unknown,,3,,45.9,43883829.0,44.5,45.9,45900000.0,43883829000000.0,44500000.0,False,False
FS KKR Capital Corp,1422183,Gracent LLC,1,False,,Unknown,,3,,78.6,60.2,54.2,78.6,78600000.0,60200000.0,54200000.0,False,False
FS KKR Capital Corp,1422183,"Gracent LLC, Preferred Equity",1,False,,Unknown,,1,,3.8,0.0,0.0,3.8,3800000.0,0.0,0.0,False,False
FS KKR Capital Corp,1422183,Granicus Inc,1,False,,Unknown,,4,,24.8,24.6,24.5,24.8,24800000.0,24600000.0,24500000.0,False,False
FS KKR Capital Corp,1422183,"GreenSky Holdings LLC, ABF Equity",1,False,,Unknown,,2,,37.2,31254662.0,31.3,37.2,37200000.0,31254662000000.0,31300000.0,False,False
FS KKR Capital Corp,1422183,"GreenSky Holdings LLC, Term Loan",1,False,,Unknown,,1,,3.0,0.0,3.0,3.0,3000000.0,0.0,3000000.0,False,False
FS KKR Capital Corp,1422183,Greystone Equity Member Corp,1,False,,Unknown,,1,,194.8,194.8,187.5,194.8,194800000.0,194800000.0,187500000.0,False,False
FS KKR Capital Corp,1422183,"H.M. Dunn Co., 15%",1,False,,Unknown,,1,,1.0,0.0,0.0,1.0,1000000.0,0.0,0.0,False,False
FS KKR Capital Corp,1422183,"H.M. Dunn Co., Inc., L+875",1,False,,Unknown,,1,,35.8,0.0,0.0,35.8,35800000.0,0.0,0.0,False,False
FS KKR Capital Corp,1422183,HKA,1,False,,Unknown,,2,,7.9,8.1,7.9,7.9,7900000.0,8100000.0,7900000.0,False,False
FS KKR Capital Corp,1422183,HM Dunn Co Inc,1,False,,Unknown,,6,,111.6,76.0,76.0,111.6,111600000.0,76000000.0,76000000.0,False,False
FS KKR Capital Corp,1422183,"HM Dunn Co Inc, Preferred Stock, Series A",1,False,,Unknown,,1,,25.1,0.0,0.0,25.1,25100000.0,0.0,0.0,False,False
FS KKR Capital Corp,1422183,Heniff Transportation Systems LLC,1,False,,Unknown,,6,,223.2,223.2,214.5,223.2,223200000.0,223200000.0,214500000.0,False,False
FS KKR Capital Corp,1422183,Heritage Environmental Services Inc,1,False,,Unknown,,4,,73.2,72.6,72.2,73.2,73200000.0,72600000.0,72200000.0,False,False
FS KKR Capital Corp,1422183,Hibu Inc,1,False,,Unknown,,4,,229.8,228.3,222.2,229.8,229800000.0,228300000.0,222200000.0,False,False
FS KKR Capital Corp,1422183,Higginbotham Insurance Agency Inc,1,False,,Unknown,,4,,35.2,35.4,35.0,35.2,35200000.0,35400000.0,35000000.0,False,False
FS KKR Capital Corp,1422183,Highgate Hotels Inc,1,False,,Unknown,,4,,76.0,76.0,75.3,76.0,76000000.0,76000000.0,75300000.0,False,False
FS KKR Capital Corp,1422183,"Home Partners JV 2, ABF Equity",1,False,,Unknown,,2,,4.4,0.0,0.0,4.4,4400000.0,0.0,0.0,False,False
FS KKR Capital Corp,1422183,"Home Partners JV 2, Private Equity",1,False,,Unknown,,4,,9.6,4640219.0,4.6,9.6,9600000.0,4640219000000.0,4600000.0,False,False
FS KKR Capital Corp,1422183,"Home Partners JV 2, Structured Mezzanine",1,False,,Unknown,,3,,33.0,0.0,11.4,33.0,33000000.0,0.0,11400000.0,False,False
FS KKR Capital Corp,1422183,Homrich & Berg Inc,1,False,,Unknown,,4,,15.3,15.4,15.4,15.3,15300000.0,15400000.0,15400000.0,False,False
FS KKR Capital Corp,1422183,Individual FoodService,1,False,,Unknown,,5,,157.9,159.3,156.7,157.9,157900000.0,159300000.0,156700000.0,False,False
FS KKR Capital Corp,1422183,Industria Chimica Emiliana Srl,1,False,,Unknown,,3,,180.7,17.6,206.9,180.7,180700000.0,17600000.0,206900000.0,False,False
FS KKR Capital Corp,1422183,Industry City TI Lessor LP,1,False,,Unknown,,2,,37.5,0.0,36.5,37.5,37500000.0,0.0,36500000.0,False,False
FS KKR Capital Corp,1422183,Insight Global LLC,1,False,,Unknown,,6,,323.4,84.0,321.7,323.4,323400000.0,84000000.0,321700000.0,False,False
FS KKR Capital Corp,1422183,Insightsoftware.Com Inc,1,False,,Unknown,,4,,29.1,29.0,29.0,29.1,29100000.0,29000000.0,29000000.0,False,False
FS KKR Capital Corp,1422183,Integrity Marketing Group LLC,1,False,,Unknown,,7,,201.0,201.2,201.2,201.0,201000000.0,201200000.0,201200000.0,False,False
FS KKR Capital Corp,1422183,J S Held LLC,1,False,,Unknown,,8,,275.6,276.3,275.0,275.6,275600000.0,276300000.0,275000000.0,False,False
FS KKR Capital Corp,1422183,JW Aluminum Co,1,False,,Unknown,,2,,155.2,76.5,75.9,155.2,155200000.0,76500000.0,75900000.0,False,False
FS KKR Capital Corp,1422183,"JW Aluminum Co, Common Stock",1,False,,Unknown,,1,,2.5,0.0,0.0,2.5,2500000.0,0.0,0.0,False,False
FS KKR Capital Corp,1422183,"JW Aluminum Co, Preferred Stock",1,False,,Unknown,,1,,148.7,0.0,0.0,148.7,148700000.0,0.0,0.0,False,False
FS KKR Capital Corp,1422183,"Jet Edge International LLC, Structured Mezzanine",1,False,,Unknown,,2,,47.6,0.0,46.7,47.6,47600000.0,0.0,46700000.0,False,False
FS KKR Capital Corp,1422183,"KKR Altitude II Offshore Aggregator LP, Partnership Interest",1,False,,Unknown,,2,,146.7,200719826.0,137.5,146.7,146700000.0,200719826000000.0,137500000.0,False,False
