adsh	grp	arc	negative	ptag	pversion	ctag	cversion
0001193125-25-264654	2	16	1	InvestmentCompanyRealizedAndUnrealizedGainLossOnInvestmentAndForeignCurrency	us-gaap/2025	RealizedInvestmentGainsLosses	us-gaap/2025
0001193125-25-264650	3	13	1	InvestmentCompanyRealizedAndUnrealizedGainLossOnInvestmentAndForeignCurrency	us-gaap/2025	RealizedInvestmentGainsLosses	us-gaap/2025
0001193125-25-264653	1	13	1	InvestmentCompanyRealizedAndUnrealizedGainLossOnInvestmentAndForeignCurrency	us-gaap/2025	RealizedInvestmentGainsLosses	us-gaap/2025
0001193125-25-269512	2	2	1	InvestmentCompanyRealizedAndUnrealizedGainLossOnInvestmentAndForeignCurrency	us-gaap/2025	RealizedGainLossInvestmentDerivativeAndForeignCurrencyTransactionPriceChangeOperatingAfterTax	us-gaap/2025
0001193125-25-271151	2	22	1	InvestmentCompanyRealizedAndUnrealizedGainLossOnInvestmentAndForeignCurrency	us-gaap/2025	RealizedInvestmentGainsLosses	us-gaap/2025
0001193125-25-269783	1	8	1	InvestmentCompanyRealizedAndUnrealizedGainLossOnInvestmentAndForeignCurrency	us-gaap/2025	RealizedInvestmentGainsLosses	us-gaap/2025
0001193125-25-266848	3	2	1	InvestmentCompanyRealizedAndUnrealizedGainLossOnInvestmentAndForeignCurrency	us-gaap/2025	RealizedGainLossInvestmentDerivativeAndForeignCurrencyTransactionOperatingAfterTax	us-gaap/2025
0001193125-25-269482	8	3	1	InvestmentCompanyTaxBasisTaxableIncomeLossBeforeDeductionForDistribution	us-gaap/2025	UnrealizedGainLossOnInvestments	us-gaap/2025
0001193125-25-269482	8	2	-1	InvestmentCompanyTaxBasisTaxableIncomeLossBeforeDeductionForDistribution	us-gaap/2025	TaxProvisionBenefitOnRealizedAndUnrealizedGainsLossesOnInvestments	0001193125-25-269482
0001193125-25-269482	8	4	1	InvestmentCompanyTaxBasisTaxableIncomeLossBeforeDeductionForDistribution	us-gaap/2025	RealizedGainLossOnInvestmentsAndDebtExtinguishment	0001193125-25-269482
0001193125-25-269482	8	7	1	InvestmentCompanyTaxBasisTaxableIncomeLossBeforeDeductionForDistribution	us-gaap/2025	InvestmentCompanyOtherBookOrTaxDifferences	0001193125-25-269482
0001193125-25-269482	8	6	1	InvestmentCompanyTaxBasisTaxableIncomeLossBeforeDeductionForDistribution	us-gaap/2025	InvestmentCompanyBookOrTaxDifferencesRelatedToMergersAndPartnershipInvestments	0001193125-25-269482
0001193125-25-269482	8	5	1	InvestmentCompanyTaxBasisTaxableIncomeLossBeforeDeductionForDistribution	us-gaap/2025	InvestmentCompanyBookOrTaxDifferencesOnCollateralizedLoanObligationEquityInvestments	0001193125-25-269482
0001193125-25-269482	8	1	1	InvestmentCompanyTaxBasisTaxableIncomeLossBeforeDeductionForDistribution	us-gaap/2025	NetIncomeLoss	us-gaap/2025
0001193125-25-264654	1	6	-1	InvestmentIncomeInvestmentExpense	us-gaap/2025	NoninterestIncome	us-gaap/2025
0001193125-25-264654	1	8	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	OtherGeneralAndAdministrativeExpense	us-gaap/2025
0001193125-25-264654	1	7	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	InterestExpense	us-gaap/2025
0001193125-25-269489	3	15	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	AdministrativeFeesExpense	us-gaap/2025
0001193125-25-269783	1	21	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	AmortizationOfDeferredCharges	us-gaap/2025
0001193125-25-271488	6	11	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	AdministrativeFeesExpense	us-gaap/2025
0001193125-25-269783	1	18	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	AdministrativeFeesExpense	us-gaap/2025
0001193125-25-269482	3	15	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	AdministrativeFeesExpense	us-gaap/2025
0001193125-25-264650	3	9	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	AdministrativeFeesExpense	us-gaap/2025
0001193125-25-264653	1	9	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	AdministrativeFeesExpense	us-gaap/2025
0001193125-25-264654	2	6	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	AdministrativeFeesExpense	us-gaap/2025
0001193125-25-269438	3	15	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	AdministrativeFeesExpense	us-gaap/2025
0001193125-25-271488	6	13	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	ExpenseRelatedToDistributionOrServicingAndUnderwritingFees	us-gaap/2025
0001193125-25-269482	3	12	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	IncentiveFeeExpense	us-gaap/2025
0001193125-25-271488	6	14	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	IncentiveFeeExpense	us-gaap/2025
0001193125-25-272318	3	13	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	IncentiveFeeExpense	us-gaap/2025
0001193125-25-264650	3	8	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	IncentiveFeeExpense	us-gaap/2025
0001193125-25-264653	1	8	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	IncentiveFeeExpense	us-gaap/2025
0001193125-25-269489	3	13	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	IncentiveFeeExpenseIncomeBased	us-gaap/2025
0001193125-25-269438	3	12	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	IncentiveFeeExpenseIncomeBased	us-gaap/2025
0001193125-25-266848	3	17	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	IncentiveFeeExpenseIncomeBased	us-gaap/2025
0001193125-25-264654	2	7	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	InterestExpense	us-gaap/2025
0001193125-25-269438	3	10	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	InterestExpense	us-gaap/2025
0001193125-25-264650	3	10	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	InterestAndDebtExpense	us-gaap/2025
0001193125-25-264653	1	10	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	InterestAndDebtExpense	us-gaap/2025
0001193125-25-269489	3	11	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	InterestAndDebtExpense	us-gaap/2025
0001193125-25-272318	3	8	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	InterestAndDebtExpense	us-gaap/2025
0001193125-25-271488	6	15	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	InterestAndDebtExpense	us-gaap/2025
0001193125-25-269783	1	16	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	InterestExpense	us-gaap/2025
0001193125-25-274163	4	11	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	InterestExpense	us-gaap/2025
0001193125-25-274163	1	9	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	InterestExpense	us-gaap/2025
0001193125-25-269482	3	13	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	InterestExpenseDebt	us-gaap/2025
0001193125-25-266848	3	16	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	InterestExpenseOperating	us-gaap/2025
0001193125-25-269489	3	14	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	IncentiveFeeReversalCapitalGains	0001193125-25-269489
0001193125-25-266848	3	22	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	TrusteeFees	us-gaap/2025
0001193125-25-272318	3	16	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	TrusteeFees	us-gaap/2025
0001193125-25-272318	3	11	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	OrganizationExpenses	0001193125-25-272318
0001193125-25-272318	3	12	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	CapitalGainsIncentiveFee	0001193125-25-272318
0001193125-25-272318	3	9	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	AmortizationOfOfferingCosts	0001193125-25-272318
0001193125-25-266848	3	21	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	ProfessionalFees	us-gaap/2025
0001193125-25-269438	3	13	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	ProfessionalFees	us-gaap/2025
0001193125-25-269489	3	16	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	ProfessionalFees	us-gaap/2025
0001193125-25-271488	6	8	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	ProfessionalFees	us-gaap/2025
0001193125-25-272318	3	15	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	ProfessionalFees	us-gaap/2025
0001193125-25-274163	1	10	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	ProfessionalFees	us-gaap/2025
0001193125-25-274163	4	12	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	ProfessionalFees	us-gaap/2025
0001193125-25-269783	1	22	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	ProfessionalFees	us-gaap/2025
0001193125-25-269482	3	16	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	ProfessionalFees	us-gaap/2025
0001193125-25-271488	6	10	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	OperatingInsuranceAndClaimsCostsProduction	us-gaap/2025
0001193125-25-269783	1	19	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	OrganizationalCostExpense	us-gaap/2025
0001193125-25-264650	3	11	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	OtherGeneralAndAdministrativeExpense	us-gaap/2025
0001193125-25-264654	2	5	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	OtherGeneralAndAdministrativeExpense	us-gaap/2025
0001193125-25-264653	1	11	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	OtherGeneralAndAdministrativeExpense	us-gaap/2025
0001193125-25-266848	3	23	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	OtherGeneralAndAdministrativeExpense	us-gaap/2025
0001193125-25-269438	3	16	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	OtherGeneralAndAdministrativeExpense	us-gaap/2025
0001193125-25-269489	3	17	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	OtherGeneralAndAdministrativeExpense	us-gaap/2025
0001193125-25-269482	3	18	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	OtherGeneralAndAdministrativeExpense	us-gaap/2025
0001193125-25-269783	1	23	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	OtherGeneralAndAdministrativeExpense	us-gaap/2025
0001193125-25-272318	3	14	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	OtherGeneralAndAdministrativeExpense	us-gaap/2025
0001193125-25-271488	6	7	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	OtherGeneralAndAdministrativeExpense	us-gaap/2025
0001193125-25-264653	1	7	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	ManagementFeeExpense	us-gaap/2025
0001193125-25-264654	2	9	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	ManagementFeeExpense	us-gaap/2025
0001193125-25-264650	3	7	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	ManagementFeeExpense	us-gaap/2025
0001193125-25-272318	3	10	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	ManagementFeeExpense	us-gaap/2025
0001193125-25-269438	3	11	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	ManagementFeeExpense	us-gaap/2025
0001193125-25-269489	3	12	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	ManagementFeeExpense	us-gaap/2025
0001193125-25-266848	3	19	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	ManagementFeeExpense	us-gaap/2025
0001193125-25-271488	6	12	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	NoninterestExpenseDirectorsFees	us-gaap/2025
0001193125-25-271488	6	9	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	NoninterestExpenseOfferingCost	us-gaap/2025
0001193125-25-266848	3	20	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	NoninterestExpenseOfferingCost	us-gaap/2025
0001193125-25-269438	3	14	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	NoninterestExpenseDirectorsFees	us-gaap/2025
0001193125-25-269783	1	20	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	NoninterestExpenseDirectorsFees	us-gaap/2025
0001193125-25-269482	3	17	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	NoninterestExpenseDirectorsFees	us-gaap/2025
0001193125-25-271488	6	6	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	ManagementFeeExpense	us-gaap/2025
0001193125-25-269783	1	17	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	ManagementFeeExpense	us-gaap/2025
0001193125-25-269482	3	14	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	ManagementFeeExpense	us-gaap/2025
0001193125-25-264654	2	8	1	InvestmentIncomeInvestmentExpense	us-gaap/2025	LaborAndRelatedExpense	us-gaap/2025
0001193125-25-269840	6	22	1	InvestmentIncomeNet	us-gaap/2025	OtherIncome	us-gaap/2025
0001193125-25-265688	5	7	1	InvestmentIncomeNet	us-gaap/2025	OtherIncome	us-gaap/2025
0001193125-25-269783	1	28	1	InvestmentIncomeNet	us-gaap/2025	OtherNonoperatingIncome	us-gaap/2025
0001193125-25-264873	4	3	-1	InvestmentIncomeNet	us-gaap/2025	OperatingExpenses	us-gaap/2025
0001193125-25-271605	3	15	1	InvestmentIncomeNet	us-gaap/2025	OtherIncome	us-gaap/2025
0001193125-25-264653	1	2	1	InvestmentIncomeNet	us-gaap/2025	GrossInvestmentIncome	0001193125-25-264653
0001193125-25-269840	6	21	1	InvestmentIncomeNet	us-gaap/2025	InterestIncomeAndAmortizationOfPurchaseDiscount	0001193125-25-269840
0001193125-25-265688	5	6	1	InvestmentIncomeNet	us-gaap/2025	InterestIncomeOperatingPaidInKind	us-gaap/2025
0001193125-25-269116	4	18	1	InvestmentIncomeNet	us-gaap/2025	InterestIncomeOperatingPaidInKind	us-gaap/2025
0001193125-25-266824	1	3	1	InvestmentIncomeNet	us-gaap/2025	InterestIncomeOperating	us-gaap/2025
0001193125-25-269783	1	27	1	InvestmentIncomeNet	us-gaap/2025	InterestIncomeOperatingPaidInKind	us-gaap/2025
0001193125-25-271491	2	4	1	InvestmentIncomeNet	us-gaap/2025	InterestIncomeOperating	us-gaap/2025
0001193125-25-265807	6	4	1	InvestmentIncomeNet	us-gaap/2025	IncomeLossAttributableToParent	us-gaap/2025
0001193125-25-264873	4	2	1	InvestmentIncomeNet	us-gaap/2025	InterestAndDividendIncomeOperating	us-gaap/2025
0001193125-25-271491	2	5	1	InvestmentIncomeNet	us-gaap/2025	InterestAndOtherIncome	us-gaap/2025
0001193125-25-265688	5	4	1	InvestmentIncomeNet	us-gaap/2025	InterestAndOtherIncome	us-gaap/2025
0001193125-25-266824	1	4	1	InvestmentIncomeNet	us-gaap/2025	InterestAndOtherIncome	us-gaap/2025
0001193125-25-265688	5	5	1	InvestmentIncomeNet	us-gaap/2025	InvestmentIncomeDividend	us-gaap/2025
0001193125-25-269783	1	25	1	InvestmentIncomeNet	us-gaap/2025	InvestmentIncomeDividend	us-gaap/2025
0001193125-25-269840	6	19	1	InvestmentIncomeNet	us-gaap/2025	InvestmentIncomeDividend	us-gaap/2025
0001193125-25-271605	3	17	1	InvestmentIncomeNet	us-gaap/2025	InvestmentIncomeInterest	us-gaap/2025
0001193125-25-269783	1	26	1	InvestmentIncomeNet	us-gaap/2025	InvestmentIncomeInterest	us-gaap/2025
0001193125-25-272093	5	22	1	InvestmentIncomeNet	us-gaap/2025	InvestmentIncomeInterest	us-gaap/2025
0001193125-25-269116	4	17	1	InvestmentIncomeNet	us-gaap/2025	InvestmentIncomeInterest	us-gaap/2025
0001193125-25-264653	1	6	-1	InvestmentIncomeNet	us-gaap/2025	InvestmentIncomeInvestmentExpense	us-gaap/2025
0001193125-25-269840	6	20	1	InvestmentIncomeNet	us-gaap/2025	InterestIncomeOperatingPaidInKind	us-gaap/2025
0001193125-25-271605	3	18	1	InvestmentIncomeNet	us-gaap/2025	InterestIncomeOperatingPaidInKind	us-gaap/2025
0001193125-25-269489	3	9	-1	InvestmentIncomeNet	us-gaap/2025	InvestmentCompanyExpenseAfterReductionOfFeeWaiverAndReimbursement	us-gaap/2025
0001193125-25-269489	3	3	1	InvestmentIncomeNet	us-gaap/2025	GrossInvestmentIncomeOperating	us-gaap/2025
0001193125-25-265807	6	15	-1	InvestmentIncomeNet	us-gaap/2025	ExciseAndSalesTaxes	us-gaap/2025
0001193125-25-269116	4	19	1	InvestmentIncomeNet	us-gaap/2025	FeeIncome	us-gaap/2025
0001193125-25-272093	5	23	1	InvestmentIncomeNet	us-gaap/2025	FeeIncome	us-gaap/2025
0001193125-25-271605	3	16	1	InvestmentIncomeNet	us-gaap/2025	DividendIncomeOperating	us-gaap/2025
0001193125-25-271820	3	5	1	InvestmentIncomeNonoperating	us-gaap/2025	InterestIncomeOperatingPaidInKind	us-gaap/2025
0001193125-25-268125	3	15	1	InvestmentIncomeNonoperating	us-gaap/2025	InvestmentIncomeInterest	us-gaap/2025
0001193125-25-271820	3	6	1	InvestmentIncomeNonoperating	us-gaap/2025	InvestmentIncomeDividend	us-gaap/2025
0001193125-25-271820	3	4	1	InvestmentIncomeNonoperating	us-gaap/2025	InvestmentIncomeInterest	us-gaap/2025
0001193125-25-268125	3	17	1	InvestmentIncomeNonoperating	us-gaap/2025	InvestmentIncomeDividend	us-gaap/2025
0001193125-25-268125	3	16	1	InvestmentIncomeNonoperating	us-gaap/2025	InterestIncomeOperatingPaidInKind	us-gaap/2025
0001193125-25-271820	3	7	1	InvestmentIncomeNonoperating	us-gaap/2025	OtherIncome	us-gaap/2025
0001193125-25-268125	3	18	1	InvestmentIncomeNonoperating	us-gaap/2025	OtherIncome	us-gaap/2025
0001193125-25-272093	5	10	-1	InvestmentIncomeOperatingAfterExpenseAndTax	us-gaap/2025	OperatingExpenses	us-gaap/2025
0001193125-25-271151	2	2	1	InvestmentIncomeOperatingAfterExpenseAndTax	us-gaap/2025	NetInvestmentIncome	us-gaap/2025
0001193125-25-269438	3	2	1	InvestmentIncomeOperatingAfterExpenseAndTax	us-gaap/2025	NetInvestmentIncome	us-gaap/2025
0001193125-25-266848	3	13	1	InvestmentIncomeOperatingAfterExpenseAndTax	us-gaap/2025	NetInvestmentIncome	us-gaap/2025
0001193125-25-274163	5	10	1	InvestmentIncomeOperatingAfterExpenseAndTax	us-gaap/2025	NetInvestmentIncome	us-gaap/2025
0001193125-25-264873	7	6	1	InvestmentIncomeOperatingAfterExpenseAndTax	us-gaap/2025	NetInvestmentIncome	us-gaap/2025
0001193125-25-271151	2	20	-1	InvestmentIncomeOperatingAfterExpenseAndTax	us-gaap/2025	InvestmentIncomeOperatingTaxExpenseBenefit	us-gaap/2025
0001193125-25-266848	3	30	-1	InvestmentIncomeOperatingAfterExpenseAndTax	us-gaap/2025	InvestmentIncomeOperatingTaxExpenseBenefit	us-gaap/2025
0001193125-25-264873	7	21	-1	InvestmentIncomeOperatingAfterExpenseAndTax	us-gaap/2025	InvestmentIncomeOperatingTaxExpenseBenefit	us-gaap/2025
0001193125-25-269438	3	19	-1	InvestmentIncomeOperatingAfterExpenseAndTax	us-gaap/2025	InvestmentIncomeOperatingTaxExpenseBenefit	us-gaap/2025
0001193125-25-269489	3	19	-1	InvestmentIncomeOperatingAfterExpenseAndTax	us-gaap/2025	InvestmentIncomeOperatingTaxExpenseBenefit	us-gaap/2025
0001193125-25-274163	5	9	-1	InvestmentIncomeOperatingAfterExpenseAndTax	us-gaap/2025	InvestmentIncomeOperatingTaxExpenseBenefit	us-gaap/2025
0001193125-25-269482	3	19	1	InvestmentIncomeOperatingAfterExpenseAndTax	us-gaap/2025	GrossInvestmentIncomeOperating	us-gaap/2025
0001193125-25-272093	5	21	1	InvestmentIncomeOperatingAfterExpenseAndTax	us-gaap/2025	InvestmentIncomeNet	us-gaap/2025
0001193125-25-269489	3	2	1	InvestmentIncomeOperatingAfterExpenseAndTax	us-gaap/2025	InvestmentIncomeNet	us-gaap/2025
0001193125-25-269482	3	9	-1	InvestmentIncomeOperatingAfterExpenseAndTax	us-gaap/2025	InvestmentCompanyExpenseAfterReductionOfFeeWaiverAndReimbursement	us-gaap/2025
0001193125-25-272093	6	8	1	Investments	us-gaap/2025	InvestmentOwnedAtFairValue	us-gaap/2025
0001193125-25-266848	5	2	1	InvestmentsFairValueDisclosure	us-gaap/2025	TradingSecuritiesDebt	us-gaap/2025
0001193125-25-265807	3	2	1	LesseeOperatingLeaseLiabilityPaymentsDue	us-gaap/2025	LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths	us-gaap/2025
0001193125-25-265807	3	5	1	LesseeOperatingLeaseLiabilityPaymentsDue	us-gaap/2025	LesseeOperatingLeaseLiabilityPaymentsDueYearFour	us-gaap/2025
0001193125-25-265807	3	4	1	LesseeOperatingLeaseLiabilityPaymentsDue	us-gaap/2025	LesseeOperatingLeaseLiabilityPaymentsDueYearThree	us-gaap/2025
0001193125-25-265807	3	3	1	LesseeOperatingLeaseLiabilityPaymentsDue	us-gaap/2025	LesseeOperatingLeaseLiabilityPaymentsDueYearTwo	us-gaap/2025
0001193125-25-265807	3	1	1	LesseeOperatingLeaseLiabilityPaymentsDue	us-gaap/2025	LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear	us-gaap/2025
0001193125-25-272093	2	1	1	LiabilitiesFairValueDisclosure	us-gaap/2025	DerivativeLiabilities	us-gaap/2025
0001193125-25-268125	2	2	1	LineOfCreditFacilityMaximumBorrowingCapacity	us-gaap/2025	LineOfCreditFacilityRemainingBorrowingCapacity	us-gaap/2025
0001193125-25-268125	2	1	1	LineOfCreditFacilityMaximumBorrowingCapacity	us-gaap/2025	LineOfCredit	us-gaap/2025
0001193125-25-269489	6	6	1	LongTermDebt	us-gaap/2025	LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive	us-gaap/2025
0001193125-25-269116	9	4	1	LongTermDebt	us-gaap/2025	LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive	us-gaap/2025
0001193125-25-269116	9	1	1	LongTermDebt	us-gaap/2025	LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths	us-gaap/2025
0001193125-25-269489	6	1	1	LongTermDebt	us-gaap/2025	LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths	us-gaap/2025
0001193125-25-269489	6	5	1	LongTermDebt	us-gaap/2025	LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive	us-gaap/2025
0001193125-25-269489	6	4	1	LongTermDebt	us-gaap/2025	LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour	us-gaap/2025
0001193125-25-269489	6	3	1	LongTermDebt	us-gaap/2025	LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree	us-gaap/2025
0001193125-25-269489	6	2	1	LongTermDebt	us-gaap/2025	LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo	us-gaap/2025
0001193125-25-269547	2	6	1	LongTermDebt	us-gaap/2025	LineOfCredit	us-gaap/2025
0001193125-25-269547	6	2	-1	LongTermDebt	us-gaap/2025	UnamortizedDebtIssuanceExpense	us-gaap/2025
0001193125-25-269547	2	8	-1	LongTermDebt	us-gaap/2025	UnamortizedDebtIssuanceExpense	us-gaap/2025
0001193125-25-269547	2	7	1	LongTermDebt	us-gaap/2025	UnsecuredDebt	us-gaap/2025
0001193125-25-274163	9	4	1	LongTermDebt	us-gaap/2025	DebtInstrumentEffectiveInterestRateSwapHedge	0001193125-25-274163
0001193125-25-269840	9	3	1	LongTermDebt	us-gaap/2025	CumulativeHedgingAdjustments	0001193125-25-269840
0001193125-25-269840	14	3	1	LongTermDebt	us-gaap/2025	CumulativeHedgingAdjustments	0001193125-25-269840
